word,word_lemma
skadende,skade
fostre,foster
forplantningsevnen,forplantningsevn
hormonforstyrrende,hormonforstyrrende
klassificeringen,klassificering
available,availabel
techniques,technique
bat,bat
sprøjteteknik,sprøjteteknik
sprøjteteknikker,sprøjteteknikke
utilsigtet,utilsigte
pesticidsprøjter,pesticidsprøjt
pesticidsprøjteudstyr,pesticidsprøjteudstyr
minimeres,minimere
udstyret,udstyre
synet,syn
vækstsæson,vækstsæson
maskinfællesskaber,maskinfællesskabe
sprøjtearbejdet,sprøjtearbejde
maskinstationer,maskinstation
sprøjtepark,sprøjtepark
landbrugsbedrifterne,landbrugsbedrift
jordbrugere,jordbruger
pesticidforbruget,pesticidforbruge
jordbrugerne,jordbrug
sprøjteudstyr,sprøjteudstyr
pesticidafgiften,pesticidafgiften
understøttes,understøtte
retningslinjerne,retningslinj
ipm,ipm
integrated,integrated
pest,pest
management,management
plantebeskyttelse,plantebeskyttelse
bedrifter,bedrifte
afgrødsspecifikke,afgrødsspecifikke
dyrkningsvejledninger,dyrkningsvejledninge
sprøjteførere,sprøjtefører
kontrolbesøg,kontrolbesøg
certificeringsordning,certificeringsordning
sprøjtemiddelstrategien,sprøjtemiddelstrategi
pesticidbelastningen,pesticidbelastning
beregnede,beregne
belastningsindikatorerne,belastningsindikator
sprøjtemidlernes,sprøjtemidler
pesticidafgiftens,pesticidafgift
ikrafttrædelse,ikrafttrædelse
hamstring,hamstring
lagrene,lager
behandlingshyppigheden,behandlingshyppighed
sprøjtemidlerne,sprøjtemidl
udbragt,udbragt
standarddosering,standarddosering
belastningsindikatoren,belastningsindikator
sanktioner,sanktion
pesticidreglerne,pesticidreglerne
sanktion,sanktion
motivere,motiver
grove,grove
sanktionen,sanktion
indgribende,indgribe
kontrolprincipper,kontrolprincipp
sanktionering,sanktionering
tilgive,tilgive
seges,sege
pesticidforbrug,pesticidforbrug
gribes,gribe
pesticidtryk,pesticidtryk
oversættes,oversætte
håndhæves,håndhæve
sanktioneres,sanktionere
forbød,forbød
gødskning,gødskning
naturbeskyttede,naturbeskytte
gambler,gambel
anvisninger,anvisning
indforstået,indforstå
fornys,fornys
aftenen,aften
bogen,bog
rammelovgivning,rammelovgivning
pesticidindsatsen,pesticidindsats
helheden,helheden
delforslag,delforslag
godkendelseskrav,godkendelseskrav
ikkerelevante,ikkerelevante
plantebeskyttelsesmidler,plantebeskyttelsesmidl
primærproducenter,primærproducent
hvede,hve
cocktaileffekten,cocktaileffekt
reproduktion,reproduktion
restriktivt,restriktivt
strikse,strikse
reneste,renest
biolog,biolog
cocktaileffekterne,cocktaileffekt
højsædet,højsædet
skylden,skyld
tydeligvis,tydeligvis
rigshospitalets,rigshospital
allerallerstørste,allerallerstørse
sundhedsudvalget,sundhedsudvalge
spædbørn,spædbarn
pubertet,puberte
drengebørn,drengebørn
østrogen,østrog
pigebørn,pigebørn
testosteron,testosteron
testikelkræft,testikelkræft
reproduktive,reproduktive
lidelser,lidelse
provokerede,provokere
skråsikkert,skråsikkert
virkninger,virkning
sprøjteteknologiområdet,sprøjteteknologiområd
primærproducenterne,primærproducent
frugtavl,frugtavl
behandlingshyppighed,behandlingshyppighed
gødningsforbud,gødningsforbud
gødningsmængderne,gødningsmængder
risikovurdere,risikovurder
pesticid,pesticid
forstærker,forstærke
råbt,råbe
gevær,gevær
kosmetik,kosmetik
koncentrationer,koncentration
sprøjtegift,sprøjtegift
prosulfocarb,prosulfocarb
regnvandet,regnvande
pesticiderne,pesticid
nedbringes,nedbringe
afhjælpe,afhjælpe
blundede,blunde
mærkerne,mærke
tærske,tærske
langhalm,langhalm
begrundelserne,begrundels
føromtalte,føromtale
lidenskabsløs,lidenskabsløs
neutrale,neutrale
poetisk,poetisk
lidenskaben,lidenskab
risikovurderinger,risikovurderinge
kemikalieforsøg,kemikalieforsøg
landbrugsdriften,landbrugsdrift
komponenterne,komponent
sprøjteforbuddet,sprøjteforbudd
tappe,tappe
hanen,hane
klorbehandling,klorbehandling
opmærksomt,opmærksomt
fødevareministerens,fødevareministeren
sprøjtemiddel,sprøjtemiddel
sundhedens,sundhed
landbrugsdrift,landbrugsdrift
mindsker,mindske
kollegaerne,kollega
nedfælde,nedfæld
kontroversielle,kontroversielle
sonderinger,sondering
pesticidomfanget,pesticidomfange
fagfolkene,fagfolk
udstikke,udstikke
mystificeret,mystificere
substitution,substitution
mytedannelser,mytedannelse
fremkommelige,fremkommelig
dreje,dreje
trælse,træls
reaktionsmønstre,reaktionsmønster
ladsiggørligt,ladsiggørligt
sædvanlig,sædvanlig
blokkene,blokk
verdener,verden
substituere,substituere
indikatorerne,indikatorer
glidende,glide
pesticidniveau,pesticidniveau
skueplads,skueplads
automatreaktionen,automatreaktion
påbegynde,påbegy
inddirekte,inddirekte
antydede,antyde
opstød,opstød
lidenskabelig,lidenskabelig
verdensbillede,verdensbille
landbrugssektor,landbrugssektor
puberteten,puberte
forplantningsevne,forplantningsevne
reprotoksiske,reprotoksisk
underholde,underholde
ideelle,ideel
kampplads,kampplads
drømmesamfund,drømmesamfund
jahatten,jahatt
brydes,bryde
skovland,skovland
standse,standse
tilbagegangen,tilbagegang
naturpolitikken,naturpolitikke
miljøministeriets,miljøministeri
skovareal,skovareal
oplevelser,oplevelse
udeskole,udeskole
byggemateriale,byggemateriale
naturplan,naturplan
hvorhenne,hvorhen
naturtyperne,naturtype
udpegninger,udpegninge
naturskovsarealerne,naturskovsareal
analyserne,analyse
medio,medio
målfastsættelse,målfastsættelse
turbo,turbo
skovnatur,skovnatur
vidensniveauet,vidensniveaue
vidensgrundlaget,vidensgrundlag
proportionalt,proportionalt
udlægningen,udlægning
gyngerne,gynge
karrusellerne,karrusell
lysåbne,lysåbne
overslag,overslag
fremkommet,fremkomme
nettoindtægter,nettoindtægte
fratrukket,fratrukke
indtægtstabet,indtægtstab
ejendomsskatter,ejendomsskatt
vedligeholdelse,vedligeholdelse
urørte,urøre
pleje,pleje
græsning,græsning
løvskov,løvskov
hugst,hugst
udlagt,udlægge
naturpleje,naturpleje
beløbe,beløbe
ensidige,ensidig
naturperlerne,naturperl
velovervejede,veloverveje
promille,promil
skovarealer,skovareale
erhverve,erhverve
statsskovene,statsskov
biodiversitetsindsatsen,biodiversitetsindsats
betvivle,betvivl
statsskov,statsskov
spøger,spøge
reklamere,reklamere
listet,liste
tankeeksperiment,tankeeksperiment
daniel,daniel
rugholm,rugholm
parkering,parkering
byttehandel,byttehandel
vestsjællændere,vestsjællænd
københavnere,københavnere
sundhedspolitikken,sundhedspolitikke
tilkendegiver,tilkendegive
arbitrær,arbitrær
udstikker,udstikker
procentsats,procentsats
veldefineret,veldefinere
opportunistisk,opportunistisk
karakteriseres,karakterisere
naturstop,naturstop
hovsaagtigt,hovsaagtig
mangfoldigheder,mangfoldighede
livsvilkår,livsvilkår
anskuelse,anskuelse
naturbeskyttelsen,naturbeskyttelsen
underfinansieret,underfinansiere
deputationer,deputatione
drevne,drevne
udtages,udtage
proportionelt,proportionel
undertegnede,undertegne
udpegede,udpege
gøde,gøde
udpegning,udpegning
ikkeudpegning,ikkeudpegning
opklaring,opklaring
skovdække,skovdække
vandforhold,vandforhold
lysåben,lysåben
græsningsskov,græsningsskov
plov,plov
nyttig,nyttig
hentyder,hentyde
landdistriktsmidler,landdistriktsmidle
huskes,huske
disponere,disponer
allokeret,allokere
knast,knast
fremkommelig,fremkommelig
udtaget,udtag
nattens,nat
mulm,mulm
religion,religion
jorder,jorde
ubegribeligt,ubegribelig
interessere,interesser
beslutningsforslagets,beslutningsforslag
landdistriktsforhandlinger,landdistriktsforhandlinge
forhandlingskraft,forhandlingskraft
fremskaffet,fremskaffe
indtjeningen,indtjeninge
ejendomsskatterne,ejendomsskatter
beløber,beløber
lovmæssigheder,lovmæssighed
overdrev,overdrive
strandenge,strandenge
pesticidfri,pesticidfri
enge,enge
skemaer,skemaer
klat,klat
kortet,kort
eng,eng
mose,mose
vandhul,vandhul
bedriften,bedrift
pløjemark,pløjemark
ulempe,ulempe
ekspropriation,ekspropriation
ekspropriationslignende,ekspropriationslignende
skovens,skov
rørende,rørende
naturarealer,naturareale
tydeliggjort,tydeliggjort
mark,mark
giftgrund,giftgrund
gødet,gøde
paradeforslag,paradeforslag
ugunstig,ugunstig
naturværdi,naturværdi
arternes,arterne
rødlistede,rødliste
invasive,invasive
boret,bore
løvskove,løvskove
artsmangfoldighed,artsmangfoldighed
skovhugst,skovhugst
biodiversitetskonferencen,biodiversitetskonference
miljøprofessor,miljøprofessor
pagh,pagh
juraen,jura
roderi,roderi
vegetation,vegetation
tegnes,tegne
knopskydning,knopskydning
oprydningsarbejde,oprydningsarbejde
jurist,jurist
lag,lag
myndighedsansvar,myndighedsansvar
morads,morads
øjenåbner,øjenåbne
randzoneloven,randzonelov
landsretten,landsret
risikabelt,risikabel
dommen,dom
underkendes,underkende
højrefløjens,højrefløjen
naturbeskyttelse,naturbeskyttelse
overgreb,overgreb
pjalterne,pjalte
kommmer,kommm
løvtræer,løvtræe
forpligtede,forpligte
ophør,ophør
rødliste,rødliste
standses,standse
våde,våd
grøfter,grøft
tilkastes,tilkaste
økosystemtjenester,økosystemtjenest
grundvandsbeskyttelse,grundvandsbeskyttelse
benhårdt,benhårdt
biodiversitetsskov,biodiversitetsskov
biodiversitetsformål,biodiversitetsformål
hugsten,hugst
agerlandet,agerland
intensive,intensive
overimplementeret,overimplementer
naturkontoen,naturkonto
gaver,gave
statsskoven,statsskove
fupnummer,fupnumme
naturinteresserede,naturinteressere
nedtones,nedtone
udsalg,udsalg
tækkes,tække
bangladesh,bangladesh
udsalget,udsalg
bluffnummer,bluffnumme
beviser,bevis
skynder,skynde
vorden,vord
passede,passe
regelsystem,regelsystem
uforpligtende,uforpligte
tabet,tab
statsejede,statseje
pointerne,point
behæftet,behæfte
embedsmandsapparatets,embedsmandsapparat
kreativt,kreativt
finanslovsaftaler,finanslovsaftale
naturplanen,naturplane
landdistriktsaftale,landdistriktsaftal
desperate,desperat
sagkundskaben,sagkundskameb
underlig,underlig
tavshed,tavshed
tomhed,tomhed
redeligt,redelig
fikumdik,fikumdik
posterne,post
betaget,betage
fremadskuende,fremadskuende
traktatmæssigt,traktatmæssigt
udtagne,udtagne
konfiskere,konfisker
udenomssvar,udenomssvar
rangering,rangering
rødlistearterne,rødlistearte
kvalitativt,kvalitativ
tvangsauktion,tvangsauktion
surhed,surhed
æv,æv
bæv,bæv
ingredienserne,ingrediens
nødbremse,nødbremse
mindretal,mindretal
keep,keep
it,it
slutreplik,slutreplik
verdensnaturfonden,verdensnaturfond
skønner,skønne
mindskes,mindske
statsejet,statseje
drille,drille
knyttes,knytte
utilfredsheder,utilfredshede
afklaringsfase,afklaringsfase
miljøindsats,miljøindsats
indbudt,indbudt
begrænsningen,begrænsning
strækker,strække
landbrugsforslag,landbrugsforslag
forøgelse,forøgelse
comitte,comitte
trickspørgsmål,trickspørgsmål
afstanden,afstand
opsplittet,opsplitte
kortgrundlag,kortgrundlag
grovfoderarealer,grovfoderareael
kvægbønder,kvægbønde
biodiversitetskonference,biodiversitetskonference
professorerne,professore
ottendedel,ottendedel
sjettedel,sjettedel
indrømmet,indrømme
bedrift,bedrift
braklægger,braklægg
markvejen,markvej
braklagte,braklagte
natureksperter,naturekspert
allerdyrest,allerdyres
bøgeskov,bøgeskov
lerjord,lerjord
vådbundsområder,vådbundsområde
sneg,sneg
tilståelsessag,tilståelsessag
veksle,veksle
regnefejl,regnefejl
udgiften,udgift
engangsindsatser,engangsindsatse
finansieringer,finansieringe
rahbek,rahbek
klimaprofessorer,klimaprofessore
hurtigste,hurtigste
menes,mene
radiser,radise
lovforslags,lovforslag
valgresultatet,valgresultatet
debatterede,debattere
pillet,pille
begår,begå
forringelserne,forringels
kvægbrugerne,kvægbrug
tabes,tabe
splitte,splitte
naturprofessorer,naturprofessore
indsatsområder,indsatsområde
udyrkede,udyrke
regeringsbærende,regeringsbære
tålmodigheden,tålmodighed
briste,briste
tilbød,tilbyde
landdistriktsprogrammet,landdistriktsprogrammet
pointeret,pointere
højskov,højskov
forvirringen,forvirring
idealistisk,idealistisk
kritikpunkt,kritikpunkt
procentvis,procentvis
miljøordførerne,miljøordfør
fiktivt,fiktivt
statsskovsarealet,statsskovsareale
anerkendte,anerkende
gætværk,gætværk
nedskære,nedskære
energiteknologisk,energiteknologisk
eudp,eudp
forskningsreserven,forskningsreserv
bevilling,bevilling
forskningsbudget,forskningsbudge
nedskæringer,nedskæring
finanslovsdebatten,finanslovsdebatt
galoperende,galopere
heftigt,heftigt
understøttelse,understøttelse
tvivlende,tvivlende
udviklingsperiode,udviklingsperiod
nøgletal,nøgletal
beskæftigelseseffekt,beskæftigelseseffekt
energiforskning,energiforskning
eksporttallene,eksporttall
regeringsskiftet,regeringsskift
foruroligende,forurolige
førerfeltet,førerfelte
misundelse,misundelse
eksportområde,eksportområd
kortsynet,kortsyn
heftig,heftig
forskningsbudgettet,forskningsbudgett
tillægspakke,tillægspakke
tons,ton
fødevareklyngen,fødevareklyng
naturpakken,naturpakke
fødevareaftalen,fødevareaftal
lovhjemlet,lovhjemle
miljøregnskabet,miljøregnskab
sminket,sminke
tillægspakken,tillægspakk
regnskabet,regnskab
gødningsbekendtgørelsen,gødningsbekendtgørelse
fungerende,fungerende
simon,simon
kollerup,kollerup
hjemlet,hjeml
genforhandlet,genforhandlee
billiggjort,billiggjort
vækstpakke,vækstpakke
overskride,overskride
genåbnede,genåbne
billiggjorde,billiggjord
vækstpakken,vækstpakk
oplægget,oplægge
hindring,hindring
fremstillingserhvervene,fremstillingserhvervene
forligsområdet,forligsområd
parkerer,parkere
twitter,twitt
budfrist,budfriste
genåbning,genåbning
energimærkning,energimærkning
ecodesigndirektivet,ecodesigndirektivet
energikrav,energikrav
ressourceanvendelsen,ressourceanvendels
håndhæve,håndhæve
oplysningerne,oplysning
skride,skrid
påkrævede,påkræve
godtgøre,godtgøre
ecodesign,ecodesign
fjernkølingkunderne,fjernkølingkunder
varmekunder,varmekunde
fakturering,fakturering
nørdet,nørd
energilovgivningen,energilovgivning
animere,animer
fællesnævneren,fællesnævner
håndhævelsesredskaber,håndhævelsesredskabe
energiegenskaberne,energiegenskaber
påstås,påstås
rækkehuse,rækkehus
kædehuse,kædehus
ejerlejligheder,ejerlejlighede
energimærkningen,energimærkning
ejerforeningen,ejerforening
godkendelsesvilkårene,godkendelsesvilkår
rådgiverne,rådgiv
smidiggør,smidiggøre
energimærkningsrapporten,energimærkningsrapport
skalaen,skala
fjernkølingskunder,fjernkølingskunde
elkunder,elkunde
punktligt,punktligt
lovpakken,lovpakk
andelsforeninger,andelsforeninger
lodrette,lodrette
skel,skel
boligejere,boligejer
andelshavere,andelshaver
konstruktørforeningens,konstruktørforening
høringsnotatet,høringsnotate
energimærkningsomkostning,energimærkningsomkostning
certificeres,certificere
projektstyring,projektstyring
totalentreprise,totalentreprise
energirenoveringsprojektet,energirenoveringsprojekte
konstruktørforeningen,konstruktørforening
ansvarsforflygtigelse,ansvarsforflygtigelse
energirådgiveren,energirådgiver
byggestyrelsen,byggestyrelse
tilbudsindhentning,tilbudsindhentning
byggestyring,byggestyring
planøkonomiske,planøkonomisk
prissætning,prissætning
topstyre,topstyre
dødsdømt,dødsdømme
energiforligets,energiforlig
proppe,proppe
procedurer,procedur
energiområde,energiområd
forbrugerbeskyttelse,forbrugerbeskyttelse
andelslejligheder,andelslejlighede
harmonisering,harmonisering
gangs,gang
afbureaukratisering,afbureaukratisering
regelforenklinger,regelforenkling
rådgivningsvirksomhed,rådgivningsvirksomhed
forringet,forringe
slavisk,slavisk
opridset,opridse
ulogisk,ulogisk
sanktionere,sanktion
udleverer,udlevere
energimærkningsreglerne,energimærkningsregl
energieffektiviseringsdirektivet,energieffektiviseringsdirektivet
energieffektiviseringsområdet,energieffektiviseringsområd
nukleart,nukleart
opbevarer,opbevare
fredelige,fredelig
beredskabsstyrelsen,beredskabsstyrelsen
kompetente,kompetent
myndighedsområdet,myndighedsområde
forpligtigelser,forpligtigelse
omgås,omgås
tyveri,tyveri
sikringsplan,sikringsplan
nukleare,nukleare
atomvåben,atomvåben
uran,uran
rigsfællesskabet,rigsfællesskab
uansvarlige,uansvarlig
beredskab,beredskab
beredskabet,beredskab
beredskabsloven,beredskabslove
påhviler,påhviel
varetaget,varetage
lovmæssigt,lovmæssig
sikringsmæssige,sikringsmæssig
uretmæssig,uretmæssig
tilegnelse,tilegnelse
beredskabstilsynets,beredskabstilsyn
godkendte,godkende
forpligtelserne,forpligtels
bemærkes,bemærke
kongelig,kongelig
anordning,anordning
territoriale,territorial
sorgens,sorg
leonard,leonard
bordkanten,bordkant
reddede,redde
uspolerede,uspolere
liberalisering,liberalisering
dramatiske,dramatisk
bremset,bremse
kysterne,kyst
forretningszoner,forretningszone
uendelige,uendelig
strandstole,strandstole
sammenlægning,sammenlægning
fødevareministeriets,fødevareministeri
fødevareklagenævnet,fødevareklagenævn
fødevareklagenævn,fødevareklagenævn
retssikkerheden,retssikkerhed
ansvarsområder,ansvarsområde
nævnenes,nævnene
retssikkerhed,retssikkerhed
varigt,varigt
henligger,henligge
insisteret,insister
differentieret,differentiere
kant,kant
forvaltningsloven,forvaltningslov
planklagenævnet,planklagenævn
klageindgang,klageindgang
sagsbehandlingstiderne,sagsbehandlingstiderne
retur,retur
statistikken,statistikke
indefra,indefra
kystsikring,kystsikring
procenten,procent
uberettiget,uberettige
professionel,professionel
almenvellets,almenvell
landskabets,landskab
kystens,kyst
irriteret,irritere
sportsfiskerforbund,sportsfiskerforbund
nedladende,nedladende
øst,øst
vest,vest
henvender,henvende
arbejdsgiverforening,arbejdsgiverforening
synspunt,synspun
indklager,indklag
chikanere,chikanere
lokalmiljø,lokalmiljø
hovedhensyn,hovedhensyn
dn,dn
åh,åh
underskriftsindsamling,underskriftsindsamling
costa,costa
vestkysten,vestkyst
sammenlægningen,sammenlægning
miljøsager,miljøsager
fiskerisager,fiskerisag
klagecentre,klagecenter
klagecenter,klagecent
ensartethed,ensartethed
klagesagsbehandlingen,klagesagsbehandling
nævnet,nævn
sekretariatsbetjent,sekretariatsbetjent
strømlining,strømlining
sagsbehandlingen,sagsbehandling
sagkyndige,sagkyndig
afdelinger,afdelinge
lægafdeling,lægafdeling
dommere,dommer
medlemmerne,medlem
klagesagsbehandling,klagesagsbehandling
savnes,savne
lovteksten,lovtekst
udvandes,udvande
læge,læge
smallere,smallere
repræsentation,repræsentation
forringelse,forringelse
terrestiske,terrestisk
klitter,klitt
landbrugsforhold,landbrugsforhold
afdeling,afdeling
fagområder,fagområde
udgå,udgå
klagebehandlingen,klagebehandling
landbrugsrelaterede,landbrugsrelatere
naturrelaterede,naturrelateret
genteknologi,genteknologi
miljøskadeforhold,miljøskadeforhold
fagligheden,faglighed
arealforvaltning,arealforvaltning
husdyrproduktion,husdyrproduktion
husdyrgødning,husdyrgødning
terrestisk,terrestisk
overfladevand,overfladevand
naturtypeområder,naturtypeområde
næringsstofudvaskning,næringsstofudvaskning
klagegebyrerne,klagegebyr
forklares,forklare
markvej,markvej
lokalafdeling,lokalafdeling
fødevarelovgivningen,fødevarelovgivning
forskelsbehandling,forskelsbehandling
konventionsstridigt,konventionsstridig
gebyrsatser,gebyrsatse
foreningers,forening
borgeres,borgere
driftsenhed,driftsenhed
vækstministeriet,vækstministerie
rationaliseres,rationalisere
fejladministration,fejladministration
organisering,organisering
koordinering,koordinering
søsterforslaget,søsterforslage
vækstministeren,vækstminister
aftalekomplekset,aftalekomplekse
aftalekompleks,aftalekompleks
ubalance,ubalance
aftaleoverskriften,aftaleoverskrift
hagen,hag
staunings,staunings
resulterende,resultere
museskridt,museskridt
beslutningskompetencen,beslutningskompetence
vedbliver,vedblive
håndsret,håndsre
nærområde,nærområde
interesseområder,interesseområde
superrelevant,superrelevant
vandløbenes,vandløbene
klageproces,klageproces
barriere,barrier
pegefinger,pegefinge
sammenlægge,sammenlægge
betalingsfrist,betalingsfrise
habilitetsmæssigt,habilitetsmæssigt
suppleanter,suppleant
miljøskade,miljøskade
skæres,skære
planklagenævn,planklagenævn
k,k
kommunistisk,kommunistisk
landsbyer,landsby
svinefarm,svinefarm
lugt,lugt
fantasier,fantasi
skønt,skøn
smedevirksomhed,smedevirksomhed
hammerslag,hammerslag
naive,naive
oplistede,opliste
substansen,substan
skilt,skilt
plandelen,plandele
miljødelen,miljødel
underlægges,underlægge
lighedsgrundsætning,lighedsgrundsætning
gebyrfrit,gebyrfrit
strukturen,struktur
indlæggende,indlægge
samlingen,samling
nævnsstruktur,nævnsstruktur
planområdet,planområd
differentieres,differentiere
sagsgangene,sagsgang
afprøves,afprøve
efterprøvelse,efterprøvelse
førsteinstansernes,førsteinstanser
hilses,hilse
agil,agil
flaskehalse,flaskehalse
sagspukler,sagspukle
puljes,puljes
nævnsbehandlingerne,nævnsbehandling
agilt,agil
uafhængigheden,uafhængighed
humlen,huml
nævnskonstruktion,nævnskonstruktion
besigtige,besigtig
friholdes,friholde
rører,røre
gebyrfinansieres,gebyrfinansiere
overudnytter,overudnytt
stillere,stiller
tematikker,tematikke
sagsområder,sagsområde
leje,leje
bibeholder,bibeholde
belæg,belæg
egeninteresse,egeninteresse
setup,setup
livsværdi,livsværdi
ejendomsværdi,ejendomsværdi
prisniveau,prisniveau
piben,pib
lyd,lyd
kartoffelkur,kartoffelkur
diktat,diktat
lønforhøjelse,lønforhøjelse
velfærdsarbejdet,velfærdsarbejde
aflyste,aflyste
børnecheckens,børnecheck
børnechecken,børnecheck
affødte,afføde
loves,love
rundtossede,rundtosse
asociale,asociale
skurk,skurk
julemanden,julemand
susende,suse
gruppemøde,gruppemøde
gruppelokale,gruppelokale
ændringsforslaget,ændringsforslage
familiepolitik,familiepolitik
børnefamiliernes,børnefamilierne
ydelsen,ydelse
frank,frank
aaen,aa
børnefamilieydelse,børnefamilieydelse
demagogi,demagogi
aaens,aaen
ugeplanen,ugeplan
mødeuge,mødeuge
fredagen,fredag
omdelt,omdel
barfoed,barfoed
klippefaste,klippefaste
protest,protest
børnefamilieydelsen,børnefamilieydels
forhøjelser,forhøjelse
bøjede,bøje
protesteret,protestere
ophidset,ophidse
indekseres,indeksere
overophedning,overophedning
indeksering,indeksering
miljørigtigt,miljørigtig
javel,javel
fortolkningen,fortolkning
kulafgiften,kulafgift
stenkulsafgiften,stenkulsafgift
konstante,konstant
kulforbruget,kulforbrug
fuldkommen,fuldkommen
summen,sum
påvises,påvise
tvetungethed,tvetungethed
teorien,teorie
bali,bali
vedtagelser,vedtagelse
klimatopmøde,klimatopmøde
udhule,udhul
realværdien,realværdie
afskærer,afskære
svinget,svinge
låser,låse
storm,storm
vagabonder,vagabonde
knæsættes,knæsætte
kernepunkterne,kernepunkt
knæsætte,knæsætte
reguleringsmekanisme,reguleringsmekanisme
uforsvarlig,uforsvarlig
tidsmæssigt,tidsmæssigt
energiafgifternes,energiafgifter
svingninger,svingninge
retfærdige,retfærdige
energiafgift,energiafgift
principfaste,principfaste
reprise,reprise
genudsendelse,genudsendelse
juletiden,juletid
genudsendelser,genudsendelse
foretoges,foretoge
tilbagesøgt,tilbagesøge
tilbagesøgning,tilbagesøgning
tabellen,tabell
klimaudledning,klimaudledning
energibeskatning,energibeskatning
prisudvikling,prisudvikling
gennemsnitstal,gennemsnitstal
prisstigningsniveau,prisstigningsniveau
afgiftsafregningen,afgiftsafregning
gennemsnitslig,gennemsnitslig
afgifternes,afgifterne
realværdi,realværdi
højtid,højtid
sammenligningsgrundlag,sammenligningsgrundlag
overførselsindkomster,overførselsindkomst
indkomstfremgang,indkomstfremgang
ugevis,ugevis
udregne,udregn
troværdige,troværdig
skattepakke,skattepakke
skattestoppet,skattestop
skatteændring,skatteændring
ærmet,ærme
bebude,bebude
dobbeltsvar,dobbeltsvære
allerførst,allerførst
fremefter,fremeft
invitationen,invitation
sår,sår
fjerdesidste,fjerdesidste
kreeret,kreere
kontanthjælpsmodtagerne,kontanthjælpsmodtag
modtagere,modtager
prognose,prognose
scenarium,scenarium
arbejdsmarkedsbidraget,arbejdsmarkedsbidrage
cirkusnummer,cirkusnummer
samfundsgrupper,samfundsgrupp
indkomstskatten,indkomstskatt
reguleringens,regulering
dividerer,dividere
stigningstakten,stigningstakt
forskydninger,forskydninge
afvigelse,afvigelse
kritikpunktet,kritikpunkte
frisag,frisag
tendensen,tendens
opadgående,opadgåe
spiral,spiral
sagkundskab,sagkundskab
skønnet,skønne
påstået,påstå
gennemsigtigt,gennemsigtig
udhuling,udhuling
ild,ild
tvetungetheden,tvetungethed
bindingsperiode,bindingsperiode
energimarkedet,energimarked
indrømmede,indrømme
angrebet,angreb
indrømmelsen,indrømmelse
adfærden,adfærd
hjalp,hjælpe
erkendelsen,erkendels
ophøre,ophør
dybere,dybere
følsomhed,følsomhed
følsom,følsom
frede,fret
julen,jul
skattekommission,skattekommission
følsomt,følsom
julefredens,julefred
afstå,afstå
basale,basal
forgårs,forgår
velfærdsministeren,velfærdsminister
socialminister,socialminist
socialministeren,socialminister
socialpolitikken,socialpolitikk
afviste,afvise
barfod,barfod
fordelingsmæssigt,fordelingsmæssigt
illusioner,illusione
fordelingspolitik,fordelingspolitik
fordelingspolitisk,fordelingspolitisk
dagpengemodtagere,dagpengemodtagere
rigeste,rigese
bilagene,bilag
folkepensionisterne,folkepensionist
fordelingsmæssig,fordelingsmæssig
forkærlighed,forkærlighed
afbalanceres,afbalancere
luftstrategien,luftstrategi
fokusområder,fokusområde
brændefyring,brændefyring
miljøeffektiv,miljøeffektiv
videnopbygning,videnopbygning
tilvejebragt,tilvejebragt
frederiksberg,frederiksberg
miljøgevinst,miljøgevinst
partikeludslip,partikeludslip
folkesundhedsrapporten,folkesundhedsrapport
forebyggelsesspørgsmål,forebyggelsesspørgsmål
opremsning,opremsning
sundhedsproblem,sundhedsproblem
forebygges,forebygge
sundhedsminister,sundhedsministe
sundhedsministeren,sundhedsminister
ressortministre,ressortminister
urent,urent
astmatiske,astmatisk
bronkitis,bronkitis
allergi,allergi
sundhedsområdet,sundhedsområde
sundhedsministre,sundhedsminister
folkesundheds,folkesundheds
kronisk,kronisk
astmaanfald,astmaanfald
hospitalsindlæggelser,hospitalsindlæggelse
luftvejssygdomme,luftvejssygdom
oecd,oecd
udenforstående,udenforstående
sundhedsbelastninger,sundhedsbelastninge
direktivets,direktiv
undtagelsesbestemmelser,undtagelsesbestemmelse
kvælstofilter,kvælstofilt
partikelområdet,partikelområd
forebyggelsesmæssig,forebyggelsesmæssig
ressortområde,ressortområd
kollegium,kollegium
regeringsmedlemmerne,regeringsmedlemm
køreuddannelse,køreuddannelse
kørekortdirektivet,kørekortdirektiv
kørekortansøgere,kørekortansøger
undervisning,undervisning
undervisningsplanerne,undervisningsplaner
kørekortkategorier,kørekortkategori
politiets,politi
undervisningsplanen,undervisningsplan
kørekort,kørekort
eleven,eleven
støjforurening,støjforurening
tomgang,tomgang
aggressiv,aggressiv
kraftige,kraftig
accelerationer,acceleratione
hastighedsændringer,hastighedsændringe
lovbestemmelser,lovbestemmelse
betjenes,betjenes
afgiver,afgive
røg,røg
forstyrrende,forstyrrende
tomgangskørsel,tomgangskørsel
motorcykel,motorcykel
undervisningsplaner,undervisningsplane
planerne,plan
kørelærerne,kørelær
kørelæreuddannelsen,kørelæreuddannels
ligetil,ligetil
bekendtgørelsesændring,bekendtgørelsesændring
blog,blå
prøven,prøv
ufrivilligt,ufrivilligt
undervist,undervise
elev,elev
køreprøven,køreprøv
cyklisterne,cyklist
energirigtigt,energirigtigt
køreprøve,køreprøve
køreundervisningen,køreundervisninge
teoriprøve,teoriprøve
sikkerheds,sikkerhed
orientere,orienter
informationskampagne,informationskampagne
færreste,få
